"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01017214","21712","7","23644","8","23105","7","16815","5","16580","5","9101","3","32133","10","13693","5","E02003567","55845","E06000045","41.5"
"E01017215","29281","9","22569","7","29326","9","22349","7","24067","8","23571","7","32498","10","26407","8","E02003567","55845","E06000045","41.5"
"E01017216","7360","3","7596","3","5868","2","10313","4","3769","2","6888","3","31833","10","11434","4","E02003567","55845","E06000045","41.5"
"E01017217","12277","4","14954","5","9880","3","16636","5","4208","2","12814","4","18902","6","18092","6","E02003572","60300","E06000045","41.5"
"E01017218","4729","2","6141","2","5683","2","2406","1","3231","1","2576","1","24312","8","16913","6","E02003576","49783","E06000045","41.5"
"E01017219","5059","2","5660","2","4672","2","5348","2","6165","2","2569","1","21656","7","8757","3","E02003576","49783","E06000045","41.5"
"E01017220","8967","3","10030","3","8023","3","7575","3","4350","2","11546","4","21359","7","16805","5","E02003576","49783","E06000045","41.5"
"E01017221","18508","6","18160","6","19327","6","19353","6","9967","3","12233","4","29752","9","13101","4","E02003576","49783","E06000045","41.5"
"E01017222","20252","6","19640","6","17288","6","21581","7","14400","5","15524","5","28151","9","12889","4","E02003576","49783","E06000045","41.5"
"E01017223","25767","8","25240","8","22967","7","27874","9","18003","6","18409","6","28332","9","14501","5","E02003572","60300","E06000045","41.5"
"E01017224","21576","7","26047","8","25895","8","25375","8","21521","7","1836","1","29572","9","13796","5","E02003572","60300","E06000045","41.5"
"E01017225","11421","4","12697","4","12056","4","7242","3","7546","3","9185","3","20798","7","16702","5","E02003572","60300","E06000045","41.5"
"E01017226","32162","10","27003","8","32228","10","29136","9","28184","9","28537","9","28319","9","25959","8","E02003557","62497","E06000045","41.5"
"E01017227","9079","3","15411","5","13834","5","11399","4","3216","1","1489","1","25131","8","8232","3","E02003561","45706","E06000045","41.5"
"E01017228","8363","3","10520","4","10550","4","6821","3","8636","3","2235","1","23916","8","8131","3","E02003561","45706","E06000045","41.5"
"E01017231","24194","8","24352","8","30426","10","26061","8","10414","4","12670","4","23204","7","18440","6","E02003557","62497","E06000045","41.5"
"E01017232","27628","9","25896","8","31611","10","31954","10","18380","6","20616","7","27285","9","9344","3","E02003557","62497","E06000045","41.5"
"E01017233","9787","3","8525","3","11075","4","13603","5","7530","3","5164","2","26747","8","8142","3","E02003561","45706","E06000045","41.5"
"E01017234","13297","4","17882","6","19109","6","8290","3","9021","3","4276","2","21840","7","11195","4","E02003561","45706","E06000045","41.5"
"E01017235","8164","3","12530","4","14471","5","12878","4","4083","2","607","1","23939","8","6091","2","E02003561","45706","E06000045","41.5"
"E01017236","3185","1","3822","2","2603","1","2108","1","3193","1","1412","1","25367","8","23206","7","E02003560","43022","E06000045","41.5"
"E01017237","3115","1","3108","1","2939","1","3217","1","2055","1","1682","1","26708","8","21148","7","E02003560","43022","E06000045","41.5"
"E01017238","6568","2","6749","2","7488","3","4069","2","4559","2","3019","1","29682","9","22289","7","E02003555","50906","E06000045","41.5"
"E01017239","7490","3","8143","3","9058","3","5324","2","5543","2","4291","2","27859","9","10863","4","E02003560","43022","E06000045","41.5"
"E01017240","2969","1","3212","1","2152","1","4761","2","2496","1","1997","1","26030","8","11303","4","E02003560","43022","E06000045","41.5"
"E01017241","5698","2","6192","2","7245","3","4393","2","1992","1","5155","2","29139","9","15690","5","E02003555","50906","E06000045","41.5"
"E01017242","13393","4","12619","4","14396","5","10490","4","9395","3","4576","2","27928","9","27128","9","E02003555","50906","E06000045","41.5"
"E01017243","21785","7","20882","7","20189","6","18290","6","16187","5","10654","4","32070","10","20916","7","E02003555","50906","E06000045","41.5"
"E01017244","7448","3","6242","2","7890","3","5758","2","5510","2","4307","2","29085","9","23215","7","E02003555","50906","E06000045","41.5"
"E01017245","1060","1","895","1","1140","1","1412","1","3532","2","359","1","17566","6","16792","5","E02003560","43022","E06000045","41.5"
"E01017246","12869","4","12348","4","16156","5","13521","5","8205","3","4659","2","28181","9","12583","4","E02003558","54766","E06000045","41.5"
"E01017247","25968","8","25381","8","26019","8","29071","9","20872","7","9373","3","33563","10","14255","5","E02003559","73053","E06000045","41.5"
"E01017248","31374","10","27903","9","28817","9","31817","10","24584","8","25990","8","33388","10","20425","7","E02003559","73053","E06000045","41.5"
"E01017249","30895","10","32878","10","32382","10","31656","10","28601","9","10006","3","33432","10","17395","6","E02003559","73053","E06000045","41.5"
"E01017250","2610","1","3618","2","3109","1","5431","2","1716","1","90","1","30532","10","9235","3","E02003558","54766","E06000045","41.5"
"E01017251","10551","4","9147","3","8596","3","8900","3","5608","2","20523","7","28234","9","15881","5","E02003558","54766","E06000045","41.5"
"E01017252","28697","9","27937","9","30047","9","31017","10","23931","8","13579","5","32864","10","12293","4","E02003559","73053","E06000045","41.5"
"E01017253","8988","3","8581","3","9684","3","6508","2","6900","3","5156","2","30202","9","16015","5","E02003558","54766","E06000045","41.5"
"E01017254","15442","5","12707","4","13700","5","19084","6","12563","4","9602","3","31938","10","12589","4","E02003559","73053","E06000045","41.5"
"E01017255","20964","7","22466","7","20244","6","16467","5","16292","5","10455","4","20596","7","22097","7","E02003578","51814","E06000045","41.5"
"E01017256","24500","8","24610","8","19849","6","19858","6","21244","7","16848","5","30154","9","17746","6","E02003574","49073","E06000045","41.5"
"E01017257","9609","3","13921","5","11749","4","12024","4","7784","3","5608","2","4344","2","11868","4","E02003574","49073","E06000045","41.5"
"E01017258","11892","4","11570","4","12172","4","7519","3","11057","4","12854","4","12810","4","18238","6","E02003578","51814","E06000045","41.5"
"E01017259","24898","8","25594","8","28407","9","16322","5","19392","6","18555","6","18826","6","17510","6","E02003574","49073","E06000045","41.5"
"E01017260","13291","4","16830","5","13449","4","13140","4","7438","3","12302","4","11927","4","13577","5","E02003574","49073","E06000045","41.5"
"E01017261","16591","5","18914","6","16716","5","11964","4","12940","4","12483","4","23474","7","11078","4","E02003578","51814","E06000045","41.5"
"E01017262","11125","4","12929","4","14285","5","5931","2","8533","3","9077","3","8533","3","23134","7","E02003574","49073","E06000045","41.5"
"E01017263","10299","4","11975","4","13090","4","5928","2","7182","3","10479","4","7403","3","22983","7","E02003578","51814","E06000045","41.5"
"E01017264","11495","4","18622","6","23286","7","4108","2","8108","3","10661","4","3076","1","15481","5","E02003551","45543","E06000045","41.5"
"E01017265","3521","2","3235","1","3250","1","3952","2","2689","1","5762","2","14117","5","13544","5","E02003551","45543","E06000045","41.5"
"E01017266","8243","3","6939","3","10015","3","7847","3","7590","3","5529","2","21390","7","10648","4","E02003553","50251","E06000045","41.5"
"E01017267","12248","4","12492","4","18329","6","13695","5","9123","3","2991","1","15880","5","13223","4","E02003553","50251","E06000045","41.5"
"E01017270","9699","3","9541","3","13131","4","7191","3","6466","2","12390","4","22136","7","6049","2","E02003551","45543","E06000045","41.5"
"E01017271","19871","6","22110","7","18191","6","20974","7","14133","5","9290","3","30306","9","11872","4","E02003551","45543","E06000045","41.5"
"E01017272","6241","2","4598","2","7371","3","3245","1","6689","2","4944","2","26081","8","21125","7","E02003553","50251","E06000045","41.5"
"E01017273","20269","7","20813","7","20427","7","21979","7","9243","3","16551","5","24922","8","14676","5","E02003579","54453","E06000045","41.5"
"E01017274","2475","1","2811","1","2661","1","779","1","1678","1","4624","2","18330","6","28258","9","E02003580","45132","E06000045","41.5"
"E01017275","14201","5","16785","5","15257","5","9418","3","10896","4","7139","3","26158","8","12800","4","E02003579","54453","E06000045","41.5"
"E01017276","7734","3","10063","3","9664","3","8562","3","6747","2","1398","1","17348","6","12295","4","E02003579","54453","E06000045","41.5"
"E01017277","11648","4","13684","5","13983","5","7955","3","9121","3","7826","3","9630","3","19490","6","E02003580","45132","E06000045","41.5"
"E01017279","16539","5","17379","6","16168","5","12421","4","10533","4","10319","4","20906","7","24854","8","E02003579","54453","E06000045","41.5"
"E01017280","2626","1","4893","2","2546","1","748","1","2938","1","1692","1","12699","4","24017","8","E02003580","45132","E06000045","41.5"
"E01017281","123","1","328","1","67","1","1474","1","373","1","259","1","6547","2","13943","5","E02003580","45132","E06000045","41.5"
"E01017282","10788","4","10374","4","7896","3","14059","5","8462","3","16959","6","8115","3","21093","7","E02003586","47488","E06000046","41.5"
"E01017283","14546","5","17648","6","16116","5","18354","6","9208","3","23435","7","3038","1","14882","5","E02003586","47488","E06000046","41.5"
"E01017284","24155","8","26372","8","23767","8","25527","8","18236","6","29871","9","6652","2","18267","6","E02003590","49933","E06000046","41.5"
"E01017285","19400","6","21108","7","15771","5","20825","7","17258","6","26356","8","4710","2","25650","8","E02003590","49933","E06000046","41.5"
"E01017286","23385","7","27555","9","25505","8","20117","6","15874","5","23471","7","5940","2","25085","8","E02003585","51609","E06000046","41.5"
"E01017287","24376","8","23188","7","22296","7","21388","7","16825","5","32548","10","9314","3","30553","10","E02003585","51609","E06000046","41.5"
"E01017288","15993","5","18391","6","14731","5","21651","7","10744","4","24118","8","4969","2","15354","5","E02003590","49933","E06000046","41.5"
"E01017289","9221","3","12132","4","7529","3","9913","3","10442","4","17502","6","2891","1","14125","5","E02003594","41206","E06000046","41.5"
"E01017290","10109","3","24580","8","19569","6","16912","6","16597","5","17320","6","19","1","660","1","E02003593","51616","E06000046","41.5"
"E01017291","14505","5","19191","6","14476","5","14861","5","15522","5","31472","10","2602","1","8361","3","E02003593","51616","E06000046","41.5"
"E01017292","18759","6","16266","5","16140","5","16499","5","11707","4","18511","6","25748","8","22760","7","E02003591","50258","E06000046","41.5"
"E01017293","26199","8","22869","7","24384","8","19001","6","17359","6","24599","8","22025","7","33556","10","E02003591","50258","E06000046","41.5"
"E01017294","19093","6","21513","7","23325","7","18462","6","16122","5","21609","7","12094","4","5196","2","E02003593","51616","E06000046","41.5"
"E01017295","9074","3","7255","3","7418","3","9049","3","7052","3","17150","6","8694","3","30954","10","E02003589","44096","E06000046","41.5"
"E01017296","12120","4","21017","7","21717","7","13612","5","12750","4","25694","8","496","1","3089","1","E02003591","50258","E06000046","41.5"
"E01017297","9925","3","18619","6","17932","6","17709","6","13238","4","15672","5","80","1","2407","1","E02003597","46837","E06000046","41.5"
"E01017298","12931","4","22169","7","16500","5","20174","6","19987","6","27136","9","122","1","4558","2","E02003597","46837","E06000046","41.5"
"E01017299","6036","2","13312","4","8145","3","13543","5","11454","4","20037","6","33","1","743","1","E02003597","46837","E06000046","41.5"
"E01017300","17290","6","16709","5","15424","5","18600","6","14846","5","11819","4","19948","6","14145","5","E02003581","49578","E06000046","41.5"
"E01017301","28266","9","28958","9","23661","8","25859","8","16663","5","29517","9","21875","7","25739","8","E02003582","55029","E06000046","41.5"
"E01017302","23907","8","20849","7","19028","6","24322","8","14313","5","27564","9","20978","7","26888","8","E02003582","55029","E06000046","41.5"
"E01017303","21082","7","17360","6","23074","7","19170","6","16674","5","25060","8","24709","8","8499","3","E02003581","49578","E06000046","41.5"
"E01017304","17379","6","14360","5","12760","4","18599","6","11583","4","28511","9","21971","7","18083","6","E02003582","55029","E06000046","41.5"
"E01017305","12471","4","9967","3","12355","4","9880","3","10309","4","18881","6","18615","6","13345","4","E02003581","49578","E06000046","41.5"
"E01017306","10976","4","9817","3","10681","4","8331","3","6412","2","19807","6","17436","6","16917","6","E02003581","49578","E06000046","41.5"
"E01017307","16903","6","17692","6","12851","4","11221","4","13156","4","23143","7","12829","4","30389","10","E02003583","44858","E06000046","41.5"
"E01017308","11839","4","12171","4","9622","3","12256","4","7043","3","20590","7","14661","5","14033","5","E02003583","44858","E06000046","41.5"
"E01017309","11290","4","11866","4","11206","4","12477","4","9099","3","14639","5","13796","5","7048","3","E02003581","49578","E06000046","41.5"
"E01017310","16937","6","22364","7","18099","6","16883","6","8597","3","14540","5","8539","3","18694","6","E02003588","44385","E06000046","41.5"
"E01017311","12323","4","11195","4","9662","3","8467","3","12514","4","14689","5","20860","7","18012","6","E02003588","44385","E06000046","41.5"
"E01017312","8758","3","11791","4","7979","3","8716","3","9223","3","11457","4","2753","1","19599","6","E02003592","40613","E06000046","41.5"
"E01017315","6264","2","9653","3","5270","2","3829","2","7083","3","15260","5","1540","1","29862","9","E02003592","40613","E06000046","41.5"
"E01017316","22372","7","21615","7","19039","6","23309","7","20864","7","25565","8","7647","3","23685","8","E02003582","55029","E06000046","41.5"
"E01017317","14764","5","14358","5","12352","4","13847","5","9370","3","13147","4","18550","6","24129","8","E02003595","42983","E06000046","41.5"
"E01017318","6537","2","6475","2","4547","2","6911","3","4621","2","11236","4","13511","5","22449","7","E02003596","38830","E06000046","41.5"
"E01017319","10237","4","11021","4","7355","3","9297","3","6791","3","22838","7","13584","5","15360","5","E02003596","38830","E06000046","41.5"
"E01017320","21844","7","23683","8","16690","5","14451","5","12857","4","29241","9","18630","6","30823","10","E02003595","42983","E06000046","41.5"
"E01017321","16180","5","19561","6","13444","4","17272","6","9135","3","21076","7","11692","4","15939","5","E02003591","50258","E06000046","41.5"
"E01017322","5204","2","5400","2","3500","2","6079","2","3002","1","10674","4","17680","6","16882","6","E02003591","50258","E06000046","41.5"
"E01017323","19820","6","25949","8","20628","7","21552","7","13965","5","30744","10","1972","1","23247","7","E02003595","42983","E06000046","41.5"
"E01017324","13795","5","14451","5","14573","5","13247","4","11061","4","23894","8","2524","1","27709","9","E02003595","42983","E06000046","41.5"
"E01017325","6903","3","6664","2","5526","2","8259","3","2952","1","9156","3","24865","8","19622","6","E02003589","44096","E06000046","41.5"
"E01017326","4798","2","5487","2","5946","2","5601","2","1824","1","4154","2","21572","7","10698","4","E02003589","44096","E06000046","41.5"
"E01017327","10687","4","12351","4","10381","4","14401","5","9567","3","2792","1","23992","8","10407","4","E02003591","50258","E06000046","41.5"
"E01017328","6668","2","9152","3","6613","2","9316","3","3579","2","6352","2","22653","7","4526","2","E02003589","44096","E06000046","41.5"
"E01017329","23384","7","23523","7","20431","7","19284","6","17226","6","30960","10","10860","4","25164","8","E02003582","55029","E06000046","41.5"
"E01017331","4184","2","4271","2","4143","2","2987","1","3478","2","3361","1","13932","5","26409","8","E02003588","44385","E06000046","41.5"
"E01017332","3477","2","4079","2","2915","1","1843","1","2237","1","5499","2","14309","5","31715","10","E02003588","44385","E06000046","41.5"
"E01017333","16886","6","16728","5","17146","6","14280","5","14305","5","12593","4","12651","4","20170","6","E02003589","44096","E06000046","41.5"
"E01017334","15262","5","23178","7","18745","6","7123","3","7131","3","25191","8","7824","3","17406","6","E02003588","44385","E06000046","41.5"
"E01017335","7444","3","11103","4","6192","2","9366","3","7626","3","7311","3","13325","4","4284","2","E02003584","41472","E06000046","41.5"
"E01017336","3087","1","6617","2","3508","2","7157","3","2936","1","814","1","10225","4","2085","1","E02003584","41472","E06000046","41.5"
"E01017337","6316","2","12814","4","6366","2","10440","4","5204","2","2936","1","18518","6","1624","1","E02003584","41472","E06000046","41.5"
"E01017338","15964","5","18396","6","10568","4","16400","5","9377","3","24793","8","19862","6","15287","5","E02003586","47488","E06000046","41.5"
"E01017339","10811","4","10495","4","9871","3","11350","4","4798","2","14818","5","16498","5","20857","7","E02003587","45534","E06000046","41.5"
"E01017340","5937","2","6137","2","4595","2","9810","3","4725","2","7129","3","19490","6","7282","3","E02003587","45534","E06000046","41.5"
"E01017341","7859","3","6566","2","5450","2","6424","2","6882","3","16181","5","12111","4","31966","10","E02003586","47488","E06000046","41.5"
"E01017342","7654","3","11028","4","4910","2","14084","5","2974","1","6956","3","18079","6","15120","5","E02003586","47488","E06000046","41.5"
"E01017343","6086","2","6635","2","4495","2","7374","3","3148","1","13381","4","10430","4","20028","6","E02003587","45534","E06000046","41.5"
"E01017344","21372","7","21667","7","18996","6","16649","5","15165","5","22321","7","14502","5","24636","8","E02003587","45534","E06000046","41.5"
"E01017345","1852","1","1377","1","1640","1","925","1","3786","2","5763","2","8992","3","25583","8","E02003587","45534","E06000046","41.5"
"E01017346","9988","3","12016","4","8669","3","13045","4","5307","2","11108","4","12822","4","13231","4","E02003584","41472","E06000046","41.5"
"E01017347","8306","3","12250","4","5789","2","8045","3","8131","3","6364","2","8501","3","20306","7","E02003594","41206","E06000046","41.5"
"E01017348","9973","3","12292","4","9222","3","13554","5","5688","2","4846","2","19765","6","13306","4","E02003594","41206","E06000046","41.5"
"E01017349","7204","3","8569","3","5066","2","10592","4","5282","2","4687","2","18848","6","14872","5","E02003594","41206","E06000046","41.5"
"E01017350","6512","2","6224","2","3798","2","5843","2","6177","2","12211","4","11391","4","32780","10","E02003594","41206","E06000046","41.5"
"E01017351","18503","6","21414","7","19982","6","18367","6","18111","6","22065","7","4278","2","13726","5","E02003590","49933","E06000046","41.5"
"E01017352","25283","8","30835","10","21116","7","22524","7","17070","6","31431","10","6774","3","32507","10","E02003590","49933","E06000046","41.5"
"E01017353","12046","4","17098","6","15246","5","17649","6","18941","6","25523","8","189","1","6963","3","E02003593","51616","E06000046","41.5"
"E01017354","10520","4","14875","5","11529","4","9471","3","10741","4","24663","8","1896","1","9560","3","E02003592","40613","E06000046","41.5"
"E01017355","14842","5","16765","5","13735","5","12330","4","9791","3","11928","4","10790","4","28384","9","E02003595","42983","E06000046","41.5"
"E01017356","6204","2","6657","2","3671","2","10338","4","4312","2","9429","3","21020","7","10466","4","E02003596","38830","E06000046","41.5"
"E01017357","7759","3","8051","3","5084","2","7398","3","4663","2","17663","6","15567","5","20954","7","E02003596","38830","E06000046","41.5"
"E01017358","16464","5","19729","6","11536","4","10734","4","9862","3","20166","6","20675","7","27826","9","E02003595","42983","E06000046","41.5"
"E01017359","16423","5","17716","6","15262","5","18209","6","9136","3","25569","8","10753","4","14206","5","E02003596","38830","E06000046","41.5"
"E01017360","6941","3","9457","3","4511","2","8339","3","8217","3","6167","2","12259","4","10305","4","E02003596","38830","E06000046","41.5"
"E01017361","16842","5","22333","7","19423","6","16099","5","14379","5","23546","7","1902","1","18768","6","E02003592","40613","E06000046","41.5"
"E01017362","11252","4","15343","5","10712","4","10254","4","10943","4","18182","6","2722","1","16092","5","E02003592","40613","E06000046","41.5"
"E01017363","2375","1","5657","2","1904","1","6676","2","1930","1","4349","2","2545","1","3542","2","E02003598","41126","E06000046","41.5"
"E01017364","8060","3","13205","4","8667","3","12517","4","9879","3","14058","5","2575","1","2738","1","E02003598","41126","E06000046","41.5"
"E01017365","14071","5","21799","7","17921","6","19963","6","13167","4","20842","7","1498","1","5497","2","E02003598","41126","E06000046","41.5"
"E01017366","5568","2","6770","3","4780","2","6495","2","7152","3","9856","3","3114","1","13852","5","E02003598","41126","E06000046","41.5"
"E01017367","21902","7","26218","8","20945","7","21941","7","14279","5","29078","9","4988","2","24451","8","E02003585","51609","E06000046","41.5"
"E01017368","12312","4","13640","5","10507","4","12143","4","11260","4","19473","6","3954","2","24115","8","E02003585","51609","E06000046","41.5"
"E01017369","14602","5","17236","6","15747","5","13859","5","12301","4","24005","8","3226","1","15845","5","E02003597","46837","E06000046","41.5"
"E01017370","10054","3","14330","5","10496","4","8736","3","11289","4","21707","7","816","1","20514","7","E02003598","41126","E06000046","41.5"
"E01017371","32826","10","28636","9","31578","10","28832","9","31015","10","33637","10","23661","8","30893","10","E02003610","77373","E06000056","43.3"
"E01017372","28021","9","23806","8","27007","9","14549","5","28027","9","29235","9","21688","7","30044","9","E02003610","77373","E06000056","43.3"
"E01017373","32052","10","28792","9","31317","10","26654","8","30734","10","29841","9","22128","7","27537","9","E02003610","77373","E06000056","43.3"
"E01017374","32206","10","31041","10","31203","10","30589","10","29478","9","27716","9","26586","8","19700","6","E02003610","77373","E06000056","43.3"
"E01017375","26926","8","26863","8","26476","8","24778","8","23354","7","20312","7","28618","9","9986","3","E02003610","77373","E06000056","43.3"
"E01017376","15408","5","15823","5","18176","6","16058","5","17052","6","21336","7","3023","1","13569","5","E02003608","61975","E06000056","43.3"
"E01017377","21445","7","23362","7","22556","7","20930","7","24944","8","18863","6","4362","2","18481","6","E02003608","61975","E06000056","43.3"
"E01017378","14777","5","14839","5","14167","5","12181","4","16918","6","18406","6","4367","2","24266","8","E02003608","61975","E06000056","43.3"
"E01017379","17461","6","20189","6","18162","6","14452","5","21225","7","12248","4","9643","3","11147","4","E02003605","72774","E06000056","43.3"
"E01017380","30409","10","33262","10","32178","10","30782","10","31342","10","33096","10","11262","4","11379","4","E02003605","72774","E06000056","43.3"
"E01017381","28360","9","30283","9","28439","9","22454","7","26694","8","23323","7","13232","4","19940","6","E02003604","68999","E06000056","43.3"
"E01017382","19018","6","15401","5","17448","6","12832","4","15679","5","26396","8","15134","5","27071","9","E02003604","68999","E06000056","43.3"
"E01017383","24189","8","20735","7","22290","7","21246","7","20045","6","20857","7","26901","8","15953","5","E02003603","60927","E06000056","43.3"
"E01017384","12040","4","12613","4","13537","5","5636","2","11330","4","13525","5","14154","5","15574","5","E02003603","60927","E06000056","43.3"
"E01017385","12591","4","15791","5","13688","5","8256","3","10188","4","7138","3","19468","6","12267","4","E02003603","60927","E06000056","43.3"
"E01017386","20165","6","17866","6","19646","6","13032","4","16219","5","26259","8","14230","5","23425","7","E02003603","60927","E06000056","43.3"
"E01017387","23738","8","22642","7","22004","7","15403","5","16956","6","28155","9","16426","5","27339","9","E02003603","60927","E06000056","43.3"
"E01017388","20941","7","19928","6","18632","6","13000","4","20048","6","22395","7","11879","4","30158","9","E02003603","60927","E06000056","43.3"
"E01017391","17217","6","14742","5","15678","5","11779","4","18996","6","15404","5","11303","4","32407","10","E02003611","66392","E06000056","43.3"
"E01017392","31398","10","29341","9","31198","10","28267","9","30468","10","26559","8","14096","5","30446","10","E02003611","66392","E06000056","43.3"
"E01017393","27061","9","25841","8","28177","9","23600","7","22434","7","24874","8","8269","3","31577","10","E02003611","66392","E06000056","43.3"
"E01017394","25978","8","25007","8","26412","8","16333","5","27484","9","26863","8","8396","3","30846","10","E02003605","72774","E06000056","43.3"
"E01017397","26930","8","22039","7","26131","8","20382","7","28816","9","27270","9","12584","4","27739","9","E02003605","72774","E06000056","43.3"
"E01017398","29599","9","30443","10","29987","9","26834","8","30971","10","31467","10","6477","2","27112","9","E02003615","72993","E06000056","43.3"
"E01017399","29983","9","28074","9","30824","10","24980","8","28482","9","24590","8","21995","7","17462","6","E02003613","61678","E06000056","43.3"
"E01017400","6101","2","5675","2","5093","2","1579","1","7408","3","12363","4","18709","6","30963","10","E02003613","61678","E06000056","43.3"
"E01017401","28884","9","26398","8","26303","8","26922","8","22373","7","19421","6","27530","9","24103","8","E02003613","61678","E06000056","43.3"
"E01017402","31102","10","30786","10","28543","9","21307","7","28909","9","32057","10","26588","8","21004","7","E02003613","61678","E06000056","43.3"
"E01017403","27141","9","26643","8","25422","8","13946","5","21255","7","28759","9","25486","8","25639","8","E02003614","68471","E06000056","43.3"
"E01017404","33401","10","33253","10","33126","10","26245","8","32182","10","33667","10","24544","8","30586","10","E02003614","68471","E06000056","43.3"
"E01017405","28835","9","27842","9","30391","10","18886","6","27174","9","13101","4","27208","9","27450","9","E02003614","68471","E06000056","43.3"
"E01017406","30771","10","28914","9","32070","10","20256","7","28409","9","24193","8","22779","7","27459","9","E02003614","68471","E06000056","43.3"
"E01017407","29858","9","26937","8","26921","8","24445","8","26450","8","22577","7","26849","8","26048","8","E02003614","68471","E06000056","43.3"
"E01017408","29391","9","28279","9","27174","9","28149","9","29424","9","25776","8","11601","4","26188","8","E02003615","72993","E06000056","43.3"
"E01017409","28712","9","25160","8","28528","9","25947","8","28080","9","28823","9","13181","4","21921","7","E02003615","72993","E06000056","43.3"
"E01017410","20915","7","24374","8","27917","9","19169","6","27821","9","29623","9","3322","1","6029","2","E02003606","70279","E06000056","43.3"
"E01017412","10952","4","21184","7","17920","6","14107","5","20420","7","24343","8","290","1","1152","1","E02003602","68112","E06000056","43.3"
"E01017413","26838","8","26395","8","29241","9","19552","6","26742","8","26369","8","7399","3","27092","9","E02003608","61975","E06000056","43.3"
"E01017414","19852","6","16466","5","19855","6","14106","5","24619","8","26379","8","5573","2","28967","9","E02003608","61975","E06000056","43.3"
"E01017415","24655","8","20420","7","25143","8","24330","8","25641","8","26432","8","8067","3","22265","7","E02003608","61975","E06000056","43.3"
"E01017418","11732","4","12487","4","12434","4","5732","2","13399","4","18509","6","5618","2","22260","7","E02003607","72271","E06000056","43.3"
"E01017419","30056","9","32283","10","32594","10","25639","8","31815","10","30757","10","9983","3","15951","5","E02003606","70279","E06000056","43.3"
"E01017420","17746","6","15924","5","16820","5","12817","4","19388","6","20080","6","9515","3","23588","7","E02003606","70279","E06000056","43.3"
"E01017421","26828","8","27672","9","27740","9","23178","7","29618","9","20735","7","6330","2","27224","9","E02003606","70279","E06000056","43.3"
"E01017422","18626","6","21225","7","22830","7","14693","5","24089","8","21945","7","2044","1","18997","6","E02003602","68112","E06000056","43.3"
"E01017423","16201","5","18826","6","20993","7","12604","4","26113","8","9608","3","3098","1","16099","5","E02003602","68112","E06000056","43.3"
"E01017424","13595","5","16739","5","16913","6","8324","3","20012","6","24736","8","1601","1","14094","5","E02003602","68112","E06000056","43.3"
"E01017425","17051","6","25157","8","24751","8","20480","7","28445","9","26555","8","446","1","5344","2","E02003601","67632","E06000056","43.3"
"E01017426","22035","7","28414","9","31633","10","16062","5","27798","9","25996","8","3028","1","8118","3","E02003601","67632","E06000056","43.3"
"E01017427","16239","5","14628","5","16493","5","13129","4","18381","6","16530","5","5855","2","27518","9","E02003601","67632","E06000056","43.3"
"E01017428","19930","6","23071","7","21310","7","16792","5","24509","8","12214","4","4334","2","24033","8","E02003601","67632","E06000056","43.3"
"E01017429","24908","8","24420","8","27250","9","22828","7","27490","9","21032","7","6758","3","19435","6","E02003601","67632","E06000056","43.3"
"E01017430","9926","3","9517","3","10423","4","5998","2","12707","4","6703","2","16870","5","15375","5","E02003600","57746","E06000056","43.3"
"E01017431","18995","6","19824","6","17751","6","13097","4","21377","7","14911","5","20206","6","11481","4","E02003600","57746","E06000056","43.3"
"E01017432","28610","9","27241","9","28835","9","23348","7","24071","8","28367","9","13648","5","24038","8","E02003600","57746","E06000056","43.3"
"E01017433","4775","2","5205","2","4661","2","1720","1","5484","2","6389","2","10203","4","31407","10","E02003599","67469","E06000056","43.3"
"E01017434","22099","7","20619","7","16764","5","15931","5","18785","6","21502","7","24025","8","25033","8","E02003599","67469","E06000056","43.3"
"E01017435","15928","5","13548","5","14596","5","9555","3","17407","6","17287","6","17936","6","20458","7","E02003600","57746","E06000056","43.3"
"E01017436","30753","10","30679","10","31009","10","23469","7","25957","8","28328","9","14466","5","31685","10","E02003599","67469","E06000056","43.3"
"E01017437","18652","6","15502","5","17826","6","12858","4","17427","6","12654","4","19071","6","30332","9","E02003609","71404","E06000056","43.3"
"E01017438","31177","10","29243","9","30476","10","26455","8","27426","9","25947","8","21002","7","25903","8","E02003609","71404","E06000056","43.3"
"E01017439","31243","10","29399","9","30930","10","22970","7","27929","9","26549","8","20856","7","29863","9","E02003609","71404","E06000056","43.3"
